record_id,customer_id,site,event_time,metric_type,value,unit
443,C1042,paris,2026-01-04T09:40:00,sales,2352.29,eur
444,C1043,lyon,2026-01-04T09:50:00,sales,3775.67,eur
445,C1044,lille,2026-01-04T10:00:00,tickets,23,count
446,C1045,paris,2026-01-04T10:10:00,tickets,11,count
447,C1046,grenoble,2026-01-04T10:20:00,returns,0,count
448,C1047,lille,2026-01-04T10:30:00,tickets,3,count
449,C1048,grenoble,2026-01-04T10:40:00,returns,21,count
450,C1049,grenoble,2026-01-04T10:50:00,tickets,12,count
451,C1050,lille,2026-01-04T11:00:00,sales,3380.69,eur
452,C1051,toulouse,2026-01-04T11:10:00,sales,3105.34,eur
453,C1052,toulouse,2026-01-04T11:20:00,returns,29,count
454,C1053,lille,2026-01-04T11:30:00,sales,3245.31,eur
455,C1054,lille,2026-01-04T11:40:00,tickets,9,count
456,C1055,paris,2026-01-04T11:50:00,sales,716.09,eur
457,C1056,paris,2026-01-04T12:00:00,returns,15,count
458,C1057,toulouse,2026-01-04T12:10:00,sales,1189.3,eur
459,C1058,grenoble,2026-01-04T12:20:00,sales,1955.46,eur
460,C1059,toulouse,2026-01-04T12:30:00,tickets,30,count
461,C1060,lyon,2026-01-04T12:40:00,returns,18,count
462,C1061,paris,2026-01-04T12:50:00,returns,20,count
463,C1062,lille,2026-01-04T13:00:00,returns,19,count
464,C1063,grenoble,2026-01-04T13:10:00,returns,1,count
465,C1064,lyon,2026-01-04T13:20:00,sales,2228.05,eur
466,C1065,grenoble,2026-01-04T13:30:00,returns,3,count
467,C1066,grenoble,2026-01-04T13:40:00,tickets,28,count
468,C1067,lyon,2026-01-04T13:50:00,sales,2002.74,eur
469,C1068,lille,2026-01-04T14:00:00,sales,4746.07,eur
470,C1069,toulouse,2026-01-04T14:10:00,sales,3320.59,eur
471,C1070,grenoble,2026-01-04T14:20:00,sales,271.88,eur
472,C1071,toulouse,2026-01-04T14:30:00,sales,4944.33,eur
473,C1072,toulouse,2026-01-04T14:40:00,sales,361.68,eur
474,C1073,lyon,2026-01-04T14:50:00,sales,2940.19,eur
475,C1074,lyon,2026-01-04T15:00:00,returns,24,count
476,C1075,grenoble,2026-01-04T15:10:00,tickets,0,count
477,C1076,toulouse,2026-01-04T15:20:00,sales,4937.89,eur
478,C1077,lyon,2026-01-04T15:30:00,returns,25,count
479,C1078,paris,2026-01-04T15:40:00,sales,3312.07,eur
480,C1079,lyon,2026-01-04T15:50:00,sales,94.0,eur
481,C1080,paris,2026-01-04T16:00:00,tickets,10,count
482,C1081,lyon,2026-01-04T16:10:00,sales,1341.53,eur
483,C1082,toulouse,2026-01-04T16:20:00,tickets,13,count
484,C1083,lille,2026-01-04T16:30:00,sales,3733.41,eur
485,C1084,grenoble,2026-01-04T16:40:00,returns,24,count
486,C1085,paris,2026-01-04T16:50:00,tickets,18,count
487,C1086,lyon,2026-01-04T17:00:00,returns,16,count
488,C1087,toulouse,2026-01-04T17:10:00,tickets,1,count
489,C1088,paris,2026-01-04T17:20:00,returns,14,count
490,C1089,lille,2026-01-04T17:30:00,sales,4992.96,eur
491,C1090,paris,2026-01-04T17:40:00,returns,21,count
492,C1091,lille,2026-01-04T17:50:00,returns,22,count
493,C1092,grenoble,2026-01-04T18:00:00,sales,4498.35,eur
494,C1093,paris,2026-01-04T18:10:00,tickets,4,count
495,C1094,toulouse,2026-01-04T18:20:00,sales,1389.58,eur
496,C1095,grenoble,2026-01-04T18:30:00,tickets,22,count
497,C1096,toulouse,2026-01-04T18:40:00,returns,19,count
498,C1097,toulouse,2026-01-04T18:50:00,returns,14,count
499,C1098,paris,2026-01-04T19:00:00,tickets,13,count
500,C1099,toulouse,2026-01-04T19:10:00,tickets,3,count
501,C1100,lyon,2026-01-04T19:20:00,tickets,27,count
502,C1101,lyon,2026-01-04T19:30:00,returns,14,count
503,C1102,lille,2026-01-04T19:40:00,returns,10,count
504,C1103,paris,2026-01-04T19:50:00,returns,13,count
505,C1104,grenoble,2026-01-04T20:00:00,returns,13,count
506,C1105,grenoble,2026-01-04T20:10:00,tickets,8,count
507,C1106,lille,2026-01-04T20:20:00,sales,3440.37,eur
508,C1107,paris,2026-01-04T20:30:00,sales,474.3,eur
509,C1108,grenoble,2026-01-04T20:40:00,sales,2170.75,eur
510,C1109,toulouse,2026-01-04T20:50:00,sales,2790.73,eur
511,C1110,grenoble,2026-01-04T21:00:00,tickets,17,count
512,C1111,lille,2026-01-04T21:10:00,tickets,3,count
513,C1112,lille,2026-01-04T21:20:00,returns,27,count
514,C1113,grenoble,2026-01-04T21:30:00,tickets,1,count
515,C1114,grenoble,2026-01-04T21:40:00,tickets,9,count
516,C1115,lyon,2026-01-04T21:50:00,sales,2898.03,eur
517,C1116,lyon,2026-01-04T22:00:00,sales,3290.55,eur
518,C1117,toulouse,2026-01-04T22:10:00,sales,1763.57,eur
519,C1118,grenoble,2026-01-04T22:20:00,returns,3,count
520,C1119,lille,2026-01-04T22:30:00,tickets,7,count
521,C1120,toulouse,2026-01-04T22:40:00,tickets,24,count
522,C1121,toulouse,2026-01-04T22:50:00,tickets,21,count
523,C1122,grenoble,2026-01-04T23:00:00,sales,3052.79,eur
524,C1123,grenoble,2026-01-04T23:10:00,sales,918.47,eur
525,C1124,paris,2026-01-04T23:20:00,returns,11,count
526,C1125,toulouse,2026-01-04T23:30:00,sales,4351.92,eur
527,C1126,paris,2026-01-04T23:40:00,tickets,12,count
528,C1127,paris,2026-01-04T23:50:00,sales,3710.03,eur
529,C1128,lyon,2026-01-05T00:00:00,sales,3735.64,eur
530,C1129,lille,2026-01-05T00:10:00,returns,13,count
531,C1130,grenoble,2026-01-05T00:20:00,returns,5,count
532,C1131,grenoble,2026-01-05T00:30:00,returns,23,count
533,C1132,paris,2026-01-05T00:40:00,tickets,19,count
534,C1133,toulouse,2026-01-05T00:50:00,sales,794.79,eur
535,C1134,grenoble,2026-01-05T01:00:00,sales,3376.36,eur
536,C1135,lille,2026-01-05T01:10:00,returns,21,count
537,C1136,lille,2026-01-05T01:20:00,returns,19,count
538,C1137,lyon,2026-01-05T01:30:00,returns,8,count
539,C1138,grenoble,2026-01-05T01:40:00,tickets,3,count
540,C1139,grenoble,2026-01-05T01:50:00,returns,3,count
541,C1140,toulouse,2026-01-05T02:00:00,tickets,21,count
542,C1141,grenoble,2026-01-05T02:10:00,returns,16,count
543,C1142,toulouse,2026-01-05T02:20:00,sales,1118.18,eur
544,C1143,grenoble,2026-01-05T02:30:00,sales,58.28,eur
545,C1144,grenoble,2026-01-05T02:40:00,sales,3841.4,eur
546,C1145,paris,2026-01-05T02:50:00,returns,10,count
547,C1146,lille,2026-01-05T03:00:00,sales,2496.98,eur
548,C1147,toulouse,2026-01-05T03:10:00,sales,663.34,eur
549,C1148,toulouse,2026-01-05T03:20:00,tickets,7,count
550,C1149,grenoble,2026-01-05T03:30:00,tickets,26,count
551,C1150,paris,2026-01-05T03:40:00,sales,1997.41,eur
552,C1151,lille,2026-01-05T03:50:00,returns,0,count
553,C1152,toulouse,2026-01-05T04:00:00,sales,4313.31,eur
554,C1153,lille,2026-01-05T04:10:00,returns,18,count
555,C1154,lille,2026-01-05T04:20:00,tickets,20,count
556,C1155,lille,2026-01-05T04:30:00,returns,3,count
557,C1156,lyon,2026-01-05T04:40:00,sales,4831.67,eur
558,C1157,grenoble,2026-01-05T04:50:00,tickets,14,count
559,C1158,paris,2026-01-05T05:00:00,sales,2194.82,eur
560,C1159,lille,2026-01-05T05:10:00,sales,2189.67,eur
561,C1160,lille,2026-01-05T05:20:00,tickets,2,count
562,C1161,grenoble,2026-01-05T05:30:00,returns,23,count
563,C1162,lyon,2026-01-05T05:40:00,sales,1678.68,eur
564,C1163,paris,2026-01-05T05:50:00,sales,2562.21,eur
565,C1164,lyon,2026-01-05T06:00:00,tickets,16,count
566,C1165,lyon,2026-01-05T06:10:00,returns,11,count
567,C1166,grenoble,2026-01-05T06:20:00,sales,531.97,eur
568,C1167,lyon,2026-01-05T06:30:00,sales,884.03,eur
569,C1168,lyon,2026-01-05T06:40:00,tickets,2,count
570,C1169,lille,2026-01-05T06:50:00,tickets,15,count
571,C1170,toulouse,2026-01-05T07:00:00,tickets,24,count
572,C1171,toulouse,2026-01-05T07:10:00,returns,21,count
573,C1172,toulouse,2026-01-05T07:20:00,tickets,20,count
574,C1173,grenoble,2026-01-05T07:30:00,returns,27,count
575,C1174,lille,2026-01-05T07:40:00,sales,2210.02,eur
576,C1175,grenoble,2026-01-05T07:50:00,returns,20,count
577,C1176,paris,2026-01-05T08:00:00,returns,18,count
578,C1177,paris,2026-01-05T08:10:00,returns,16,count
579,C1178,lille,2026-01-05T08:20:00,returns,14,count
580,C1179,grenoble,2026-01-05T08:30:00,sales,303.31,eur
581,C1180,paris,2026-01-05T08:40:00,sales,3230.44,eur
582,C1181,toulouse,2026-01-05T08:50:00,tickets,19,count
583,C1182,toulouse,2026-01-05T09:00:00,returns,14,count
584,C1183,paris,2026-01-05T09:10:00,tickets,30,count
585,C1184,toulouse,2026-01-05T09:20:00,returns,29,count
586,C1185,grenoble,2026-01-05T09:30:00,tickets,6,count
587,C1186,toulouse,2026-01-05T09:40:00,tickets,15,count
588,C1187,lille,2026-01-05T09:50:00,sales,4789.46,eur
589,C1188,grenoble,2026-01-05T10:00:00,sales,4058.61,eur
590,C1189,toulouse,2026-01-05T10:10:00,tickets,2,count
591,C1190,paris,2026-01-05T10:20:00,tickets,5,count
592,C1191,lille,2026-01-05T10:30:00,sales,3543.96,eur
593,C1192,toulouse,2026-01-05T10:40:00,tickets,16,count
594,C1193,grenoble,2026-01-05T10:50:00,sales,1832.21,eur
595,C1194,grenoble,2026-01-05T11:00:00,returns,13,count
596,C1195,paris,2026-01-05T11:10:00,tickets,19,count
597,C1196,grenoble,2026-01-05T11:20:00,tickets,20,count
598,C1197,toulouse,2026-01-05T11:30:00,sales,1661.86,eur
599,C1198,grenoble,2026-01-05T11:40:00,tickets,12,count
600,C1199,toulouse,2026-01-05T11:50:00,returns,23,count
601,C1200,toulouse,2026-01-05T12:00:00,sales,1680.14,eur
602,C1201,grenoble,2026-01-05T12:10:00,tickets,4,count
603,C1202,lille,2026-01-05T12:20:00,returns,30,count
604,C1203,paris,2026-01-05T12:30:00,sales,2983.31,eur
605,C1204,lille,2026-01-05T12:40:00,returns,17,count
606,C1205,grenoble,2026-01-05T12:50:00,tickets,25,count
607,C1206,toulouse,2026-01-05T13:00:00,sales,3357.18,eur
608,C1207,lille,2026-01-05T13:10:00,sales,3237.2,eur
609,C1208,paris,2026-01-05T13:20:00,tickets,11,count
610,C1209,lyon,2026-01-05T13:30:00,returns,9,count
611,C1210,lille,2026-01-05T13:40:00,sales,1721.83,eur
612,C1211,lyon,2026-01-05T13:50:00,sales,1148.18,eur
613,C1212,paris,2026-01-05T14:00:00,sales,404.28,eur
614,C1213,toulouse,2026-01-05T14:10:00,tickets,24,count
615,C1214,toulouse,2026-01-05T14:20:00,tickets,28,count
616,C1215,toulouse,2026-01-05T14:30:00,sales,3316.41,eur
617,C1216,lyon,2026-01-05T14:40:00,sales,2994.29,eur
618,C1217,toulouse,2026-01-05T14:50:00,sales,920.61,eur
619,C1218,paris,2026-01-05T15:00:00,sales,3611.49,eur
620,C1219,lyon,2026-01-05T15:10:00,returns,11,count
621,C1220,grenoble,2026-01-05T15:20:00,returns,19,count
622,C1221,lille,2026-01-05T15:30:00,tickets,25,count
623,C1222,grenoble,2026-01-05T15:40:00,sales,2679.38,eur
624,C1223,lyon,2026-01-05T15:50:00,returns,28,count
625,C1224,toulouse,2026-01-05T16:00:00,returns,21,count
626,C1225,grenoble,2026-01-05T16:10:00,returns,14,count
627,C1226,toulouse,2026-01-05T16:20:00,returns,16,count
628,C1227,lyon,2026-01-05T16:30:00,returns,30,count
629,C1228,lyon,2026-01-05T16:40:00,sales,4010.27,eur
630,C1229,lille,2026-01-05T16:50:00,returns,1,count
631,C1230,paris,2026-01-05T17:00:00,returns,17,count
632,C1231,toulouse,2026-01-05T17:10:00,tickets,27,count
633,C1232,lyon,2026-01-05T17:20:00,sales,1439.61,eur
634,C1233,toulouse,2026-01-05T17:30:00,returns,14,count
635,C1234,paris,2026-01-05T17:40:00,sales,4158.61,eur
636,C1235,grenoble,2026-01-05T17:50:00,sales,4087.18,eur
637,C1236,lille,2026-01-05T18:00:00,sales,2086.19,eur
638,C1237,lyon,2026-01-05T18:10:00,tickets,11,count
639,C1238,grenoble,2026-01-05T18:20:00,returns,2,count
640,C1239,paris,2026-01-05T18:30:00,sales,160.37,eur
641,C1240,grenoble,2026-01-05T18:40:00,tickets,20,count
642,C1241,grenoble,2026-01-05T18:50:00,sales,705.25,eur
643,C1242,lyon,2026-01-05T19:00:00,returns,22,count
644,C1243,lille,2026-01-05T19:10:00,tickets,15,count
645,C1244,paris,2026-01-05T19:20:00,tickets,0,count
646,C1245,lyon,2026-01-05T19:30:00,sales,1294.5,eur
647,C1246,toulouse,2026-01-05T19:40:00,tickets,30,count
648,C1247,paris,2026-01-05T19:50:00,tickets,13,count
649,C1248,grenoble,2026-01-05T20:00:00,returns,7,count
650,C1249,lille,2026-01-05T20:10:00,sales,257.79,eur
651,C1250,toulouse,2026-01-05T20:20:00,tickets,25,count
652,C1251,paris,2026-01-05T20:30:00,returns,2,count
653,C1252,toulouse,2026-01-05T20:40:00,returns,19,count
654,C1253,toulouse,2026-01-05T20:50:00,sales,3167.14,eur
655,C1254,grenoble,2026-01-05T21:00:00,sales,3598.35,eur
656,C1255,toulouse,2026-01-05T21:10:00,returns,0,count
657,C1256,toulouse,2026-01-05T21:20:00,returns,7,count
658,C1257,paris,2026-01-05T21:30:00,returns,5,count
659,C1258,paris,2026-01-05T21:40:00,tickets,11,count
660,C1259,toulouse,2026-01-05T21:50:00,tickets,17,count
661,C1260,paris,2026-01-05T22:00:00,tickets,17,count
662,C1261,lille,2026-01-05T22:10:00,returns,27,count
663,C1262,grenoble,2026-01-05T22:20:00,sales,3185.64,eur
664,C1263,paris,2026-01-05T22:30:00,returns,23,count
665,C1264,paris,2026-01-05T22:40:00,returns,25,count
666,C1265,paris,2026-01-05T22:50:00,returns,7,count
667,C1266,grenoble,2026-01-05T23:00:00,tickets,23,count
668,C1267,toulouse,2026-01-05T23:10:00,sales,240.79,eur
669,C1268,lyon,2026-01-05T23:20:00,returns,26,count
670,C1269,lille,2026-01-05T23:30:00,tickets,14,count
671,C1270,lyon,2026-01-05T23:40:00,tickets,5,count
672,C1271,lille,2026-01-05T23:50:00,sales,3585.9,eur
673,C1272,paris,2026-01-06T00:00:00,sales,1481.34,eur
674,C1273,grenoble,2026-01-06T00:10:00,sales,4431.24,eur
675,C1274,lille,2026-01-06T00:20:00,returns,16,count
676,C1275,grenoble,2026-01-06T00:30:00,tickets,15,count
677,C1276,lyon,2026-01-06T00:40:00,sales,3771.39,eur
678,C1277,paris,2026-01-06T00:50:00,returns,11,count
679,C1278,grenoble,2026-01-06T01:00:00,tickets,10,count
680,C1279,lille,2026-01-06T01:10:00,sales,4000.73,eur
681,C1280,lille,2026-01-06T01:20:00,returns,23,count
682,C1281,lyon,2026-01-06T01:30:00,returns,10,count
683,C1282,lille,2026-01-06T01:40:00,returns,22,count
684,C1283,toulouse,2026-01-06T01:50:00,returns,29,count
685,C1284,paris,2026-01-06T02:00:00,returns,25,count
686,C1285,paris,2026-01-06T02:10:00,tickets,13,count
687,C1286,lyon,2026-01-06T02:20:00,returns,19,count
688,C1287,grenoble,2026-01-06T02:30:00,tickets,9,count
689,C1288,grenoble,2026-01-06T02:40:00,sales,418.74,eur
690,C1289,toulouse,2026-01-06T02:50:00,returns,14,count
691,C1290,lyon,2026-01-06T03:00:00,tickets,13,count
692,C1291,grenoble,2026-01-06T03:10:00,tickets,14,count
693,C1292,grenoble,2026-01-06T03:20:00,returns,1,count
694,C1293,grenoble,2026-01-06T03:30:00,tickets,13,count
695,C1294,paris,2026-01-06T03:40:00,tickets,25,count
696,C1295,lille,2026-01-06T03:50:00,sales,3362.5,eur
697,C1296,lyon,2026-01-06T04:00:00,returns,16,count
698,C1297,toulouse,2026-01-06T04:10:00,sales,731.04,eur
699,C1298,lille,2026-01-06T04:20:00,tickets,25,count
700,C1299,lyon,2026-01-06T04:30:00,sales,648.63,eur
701,C1300,grenoble,2026-01-06T04:40:00,tickets,11,count
702,C1301,toulouse,2026-01-06T04:50:00,returns,30,count
703,C1302,lille,2026-01-06T05:00:00,sales,3033.37,eur
704,C1303,lille,2026-01-06T05:10:00,returns,11,count
705,C1304,toulouse,2026-01-06T05:20:00,sales,2878.13,eur
706,C1305,grenoble,2026-01-06T05:30:00,returns,12,count
707,C1306,lyon,2026-01-06T05:40:00,tickets,8,count
708,C1307,lyon,2026-01-06T05:50:00,sales,149.05,eur
709,C1308,lille,2026-01-06T06:00:00,returns,16,count
710,C1309,grenoble,2026-01-06T06:10:00,tickets,3,count
711,C1310,lille,2026-01-06T06:20:00,returns,22,count
712,C1311,grenoble,2026-01-06T06:30:00,sales,4981.9,eur
713,C1312,lille,2026-01-06T06:40:00,tickets,29,count
714,C1313,paris,2026-01-06T06:50:00,sales,630.73,eur
715,C1314,lille,2026-01-06T07:00:00,returns,5,count
716,C1315,grenoble,2026-01-06T07:10:00,sales,4056.36,eur
717,C1316,paris,2026-01-06T07:20:00,tickets,11,count
718,C1317,grenoble,2026-01-06T07:30:00,tickets,17,count
719,C1318,lyon,2026-01-06T07:40:00,returns,27,count
720,C1319,lyon,2026-01-06T07:50:00,tickets,22,count
721,C1320,lyon,2026-01-06T08:00:00,returns,16,count
722,C1321,lyon,2026-01-06T08:10:00,sales,4925.96,eur
723,C1322,paris,2026-01-06T08:20:00,sales,3956.06,eur
724,C1323,toulouse,2026-01-06T08:30:00,returns,17,count
725,C1324,toulouse,2026-01-06T08:40:00,returns,14,count
726,C1325,paris,2026-01-06T08:50:00,sales,3067.5,eur
727,C1326,lille,2026-01-06T09:00:00,sales,1560.27,eur
728,C1327,lille,2026-01-06T09:10:00,tickets,13,count
729,C1328,lyon,2026-01-06T09:20:00,tickets,2,count
730,C1329,paris,2026-01-06T09:30:00,returns,20,count
731,C1330,toulouse,2026-01-06T09:40:00,returns,14,count
732,C1331,toulouse,2026-01-06T09:50:00,returns,4,count
733,C1332,lyon,2026-01-06T10:00:00,tickets,18,count
734,C1333,paris,2026-01-06T10:10:00,sales,2174.44,eur
735,C1334,grenoble,2026-01-06T10:20:00,sales,2600.15,eur
736,C1335,lyon,2026-01-06T10:30:00,sales,826.6,eur
737,C1336,toulouse,2026-01-06T10:40:00,returns,30,count
738,C1337,paris,2026-01-06T10:50:00,returns,27,count
739,C1338,toulouse,2026-01-06T11:00:00,returns,6,count
740,C1339,grenoble,2026-01-06T11:10:00,returns,4,count
741,C1340,paris,2026-01-06T11:20:00,tickets,17,count
742,C1341,lyon,2026-01-06T11:30:00,tickets,20,count
743,C1342,toulouse,2026-01-06T11:40:00,tickets,30,count
744,C1343,toulouse,2026-01-06T11:50:00,sales,872.58,eur
745,C1344,toulouse,2026-01-06T12:00:00,tickets,28,count
746,C1345,toulouse,2026-01-06T12:10:00,returns,26,count
747,C1346,paris,2026-01-06T12:20:00,sales,4129.68,eur
748,C1347,toulouse,2026-01-06T12:30:00,sales,246.4,eur
749,C1348,lyon,2026-01-06T12:40:00,returns,20,count
750,C1349,toulouse,2026-01-06T12:50:00,tickets,13,count
751,C1350,lille,2026-01-06T13:00:00,tickets,0,count
752,C1351,grenoble,2026-01-06T13:10:00,tickets,17,count
753,C1352,grenoble,2026-01-06T13:20:00,tickets,30,count
754,C1353,lille,2026-01-06T13:30:00,returns,7,count
755,C1354,paris,2026-01-06T13:40:00,returns,14,count
756,C1355,lyon,2026-01-06T13:50:00,tickets,1,count
757,C1356,lille,2026-01-06T14:00:00,returns,13,count
758,C1357,grenoble,2026-01-06T14:10:00,returns,6,count
759,C1358,grenoble,2026-01-06T14:20:00,tickets,4,count
760,C1359,grenoble,2026-01-06T14:30:00,tickets,10,count
761,C1360,grenoble,2026-01-06T14:40:00,returns,4,count
762,C1361,paris,2026-01-06T14:50:00,tickets,17,count
763,C1362,lille,2026-01-06T15:00:00,returns,7,count
764,C1363,lyon,2026-01-06T15:10:00,sales,1352.01,eur
765,C1364,grenoble,2026-01-06T15:20:00,sales,502.12,eur
766,C1365,toulouse,2026-01-06T15:30:00,returns,27,count
767,C1366,lyon,2026-01-06T15:40:00,returns,7,count
768,C1367,toulouse,2026-01-06T15:50:00,returns,29,count
769,C1368,lyon,2026-01-06T16:00:00,tickets,10,count
770,C1369,toulouse,2026-01-06T16:10:00,sales,2501.36,eur
771,C1370,grenoble,2026-01-06T16:20:00,returns,15,count
772,C1371,paris,2026-01-06T16:30:00,returns,0,count
773,C1372,lille,2026-01-06T16:40:00,returns,16,count
774,C1373,grenoble,2026-01-06T16:50:00,sales,1091.42,eur
775,C1374,lille,2026-01-06T17:00:00,sales,271.69,eur
776,C1375,lille,2026-01-06T17:10:00,tickets,28,count
777,C1376,paris,2026-01-06T17:20:00,returns,17,count
778,C1377,grenoble,2026-01-06T17:30:00,sales,2166.02,eur
779,C1378,lille,2026-01-06T17:40:00,tickets,11,count
780,C1379,lille,2026-01-06T17:50:00,returns,1,count
781,C1380,lyon,2026-01-06T18:00:00,sales,2860.0,eur
782,C1381,grenoble,2026-01-06T18:10:00,returns,17,count
783,C1382,lille,2026-01-06T18:20:00,sales,1944.02,eur
784,C1383,toulouse,2026-01-06T18:30:00,tickets,8,count
785,C1384,paris,2026-01-06T18:40:00,tickets,19,count
786,C1385,lille,2026-01-06T18:50:00,sales,4875.91,eur
787,C1386,grenoble,2026-01-06T19:00:00,returns,25,count
788,C1387,grenoble,2026-01-06T19:10:00,tickets,30,count
789,C1388,toulouse,2026-01-06T19:20:00,sales,1011.31,eur
790,C1389,paris,2026-01-06T19:30:00,returns,16,count
791,C1390,grenoble,2026-01-06T19:40:00,sales,213.79,eur
792,C1391,lille,2026-01-06T19:50:00,returns,16,count
793,C1392,toulouse,2026-01-06T20:00:00,sales,3039.18,eur
794,C1393,toulouse,2026-01-06T20:10:00,sales,1653.27,eur
795,C1394,lille,2026-01-06T20:20:00,returns,5,count
796,C1395,grenoble,2026-01-06T20:30:00,tickets,23,count
797,C1396,toulouse,2026-01-06T20:40:00,tickets,10,count
798,C1397,lille,2026-01-06T20:50:00,tickets,17,count
799,C1398,grenoble,2026-01-06T21:00:00,tickets,18,count
800,C1399,paris,2026-01-06T21:10:00,returns,26,count
801,C1000,paris,2026-01-06T21:20:00,returns,10,count
802,C1001,grenoble,2026-01-06T21:30:00,returns,18,count
803,C1002,paris,2026-01-06T21:40:00,tickets,27,count
804,C1003,grenoble,2026-01-06T21:50:00,tickets,15,count
805,C1004,toulouse,2026-01-06T22:00:00,tickets,25,count
806,C1005,paris,2026-01-06T22:10:00,tickets,7,count
807,C1006,lyon,2026-01-06T22:20:00,tickets,15,count
808,C1007,toulouse,2026-01-06T22:30:00,tickets,20,count
809,C1008,lyon,2026-01-06T22:40:00,returns,4,count
810,C1009,paris,2026-01-06T22:50:00,sales,2871.4,eur
811,C1010,grenoble,2026-01-06T23:00:00,sales,114.31,eur
812,C1011,lille,2026-01-06T23:10:00,returns,4,count
813,C1012,lille,2026-01-06T23:20:00,tickets,6,count
814,C1013,toulouse,2026-01-06T23:30:00,tickets,24,count
815,C1014,paris,2026-01-06T23:40:00,returns,27,count
816,C1015,toulouse,2026-01-06T23:50:00,tickets,4,count
817,C1016,lille,2026-01-07T00:00:00,sales,2813.22,eur
818,C1017,grenoble,2026-01-07T00:10:00,tickets,12,count
819,C1018,toulouse,2026-01-07T00:20:00,sales,2309.12,eur
820,C1019,grenoble,2026-01-07T00:30:00,returns,17,count
821,C1020,grenoble,2026-01-07T00:40:00,tickets,24,count
822,C1021,lyon,2026-01-07T00:50:00,tickets,15,count
823,C1022,grenoble,2026-01-07T01:00:00,sales,1409.45,eur
824,C1023,grenoble,2026-01-07T01:10:00,sales,4708.6,eur
825,C1024,lyon,2026-01-07T01:20:00,returns,22,count
826,C1025,lille,2026-01-07T01:30:00,tickets,22,count
827,C1026,grenoble,2026-01-07T01:40:00,returns,15,count
828,C1027,grenoble,2026-01-07T01:50:00,tickets,29,count
829,C1028,toulouse,2026-01-07T02:00:00,returns,3,count
830,C1029,lille,2026-01-07T02:10:00,tickets,17,count
831,C1030,grenoble,2026-01-07T02:20:00,returns,26,count
832,C1031,grenoble,2026-01-07T02:30:00,sales,1466.45,eur
833,C1032,grenoble,2026-01-07T02:40:00,tickets,2,count
834,C1033,grenoble,2026-01-07T02:50:00,returns,20,count
835,C1034,lyon,2026-01-07T03:00:00,tickets,15,count
836,C1035,grenoble,2026-01-07T03:10:00,sales,4143.2,eur
837,C1036,grenoble,2026-01-07T03:20:00,tickets,22,count
838,C1037,toulouse,2026-01-07T03:30:00,sales,563.95,eur
839,C1038,toulouse,2026-01-07T03:40:00,sales,1227.44,eur
840,C1039,paris,2026-01-07T03:50:00,sales,3196.96,eur
841,C1040,lille,2026-01-07T04:00:00,sales,2078.24,eur
842,C1041,lyon,2026-01-07T04:10:00,sales,3412.34,eur
843,C1042,lyon,2026-01-07T04:20:00,sales,4823.3,eur
844,C1043,lille,2026-01-07T04:30:00,returns,20,count
845,C1044,lyon,2026-01-07T04:40:00,returns,20,count
846,C1045,grenoble,2026-01-07T04:50:00,returns,10,count
847,C1046,paris,2026-01-07T05:00:00,tickets,1,count
848,C1047,lyon,2026-01-07T05:10:00,tickets,18,count
849,C1048,paris,2026-01-07T05:20:00,tickets,23,count
850,C1049,lyon,2026-01-07T05:30:00,sales,2101.07,eur
851,C1050,lille,2026-01-07T05:40:00,sales,4985.92,eur
852,C1051,grenoble,2026-01-07T05:50:00,returns,5,count
853,C1052,toulouse,2026-01-07T06:00:00,sales,66.15,eur
854,C1053,grenoble,2026-01-07T06:10:00,tickets,3,count
855,C1054,toulouse,2026-01-07T06:20:00,returns,14,count
856,C1055,lyon,2026-01-07T06:30:00,tickets,15,count
857,C1056,grenoble,2026-01-07T06:40:00,tickets,14,count
858,C1057,grenoble,2026-01-07T06:50:00,sales,4047.89,eur
859,C1058,grenoble,2026-01-07T07:00:00,sales,3660.97,eur
860,C1059,paris,2026-01-07T07:10:00,tickets,5,count
861,C1060,grenoble,2026-01-07T07:20:00,tickets,10,count
862,C1061,lyon,2026-01-07T07:30:00,tickets,21,count
863,C1062,lille,2026-01-07T07:40:00,sales,3062.55,eur
864,C1063,grenoble,2026-01-07T07:50:00,returns,16,count
865,C1064,paris,2026-01-07T08:00:00,sales,2016.15,eur
866,C1065,lille,2026-01-07T08:10:00,sales,4908.79,eur
867,C1066,lyon,2026-01-07T08:20:00,returns,29,count
868,C1067,lyon,2026-01-07T08:30:00,sales,1318.71,eur
869,C1068,grenoble,2026-01-07T08:40:00,returns,24,count
870,C1069,toulouse,2026-01-07T08:50:00,returns,9,count
871,C1070,paris,2026-01-07T09:00:00,tickets,18,count
872,C1071,grenoble,2026-01-07T09:10:00,returns,20,count
873,C1072,paris,2026-01-07T09:20:00,tickets,7,count
874,C1073,lille,2026-01-07T09:30:00,tickets,3,count
875,C1074,lille,2026-01-07T09:40:00,returns,5,count
876,C1075,grenoble,2026-01-07T09:50:00,tickets,16,count
877,C1076,grenoble,2026-01-07T10:00:00,tickets,3,count
878,C1077,lyon,2026-01-07T10:10:00,returns,19,count
879,C1078,lille,2026-01-07T10:20:00,sales,4787.66,eur
880,C1079,toulouse,2026-01-07T10:30:00,sales,2285.79,eur
881,C1080,toulouse,2026-01-07T10:40:00,returns,13,count
882,C1081,toulouse,2026-01-07T10:50:00,returns,24,count
